date,Month,Houses,road_length,road_count,NTLsum,Populationsum,AQI,,,,,,,,,,,,,,
25,11,9327,349920.4518,1485,1252,290190.2486,554.0533333,,,,,,,,,,,,,,
26,11,9327,349920.4518,1485,1252,290190.2486,573.7683333,,,,,,,,,,,,,,
27,11,9327,349920.4518,1485,1252,290190.2486,457.6483333,,,,,,,,,,,,,,
28,11,9327,349920.4518,1485,1252,290190.2486,534.855,,,,,,,,,,,,,,
29,11,9327,349920.4518,1485,1252,290190.2486,533.8966667,,,,,,,,,,,,,,
30,11,9327,349920.4518,1485,1252,290190.2486,504.3133333,,,,,,,,,,,,,,
1,12,9327,349920.4518,1485,1252,290190.2486,505.0942857,,,,,,,,,,,,,,
2,12,9327,349920.4518,1485,1252,290190.2486,472.6414286,,,,,,,,,,,,,,
3,12,9327,349920.4518,1485,1252,290190.2486,525.0171429,,,,,,,,,,,,,,
4,12,9327,349920.4518,1485,1252,290190.2486,472.1183333,,,,,,,,,,,,,,
5,12,9327,349920.4518,1485,1252,290190.2486,450.9557143,,,,,,,,,,,,,,
6,12,9327,349920.4518,1485,1252,290190.2486,379.9028571,,,,,,,,,,,,,,
7,12,9327,349920.4518,1485,1252,290190.2486,377.5428571,,,,,,,,,,,,,,
8,12,9327,349920.4518,1485,1252,290190.2486,442.83,,,,,,,,,,,,,,
9,12,9327,349920.4518,1485,1252,290190.2486,629.9016667,,,,,,,,,,,,,,
10,12,9327,349920.4518,1485,1252,290190.2486,443.0057143,,,,,,,,,,,,,,
11,12,9327,349920.4518,1485,1252,290190.2486,528.0442857,,,,,,,,,,,,,,
12,12,9327,349920.4518,1485,1252,290190.2486,535.6828571,,,,,,,,,,,,,,
13,12,9327,349920.4518,1485,1252,290190.2486,584.7114286,,,,,,,,,,,,,,
14,12,9327,349920.4518,1485,1252,290190.2486,600.7714286,,,,,,,,,,,,,,
15,12,9327,349920.4518,1485,1252,290190.2486,621.9728571,,,,,,,,,,,,,,
16,12,9327,349920.4518,1485,1252,290190.2486,546.6557143,,,,,,,,,,,,,,
17,12,9327,349920.4518,1485,1252,290190.2486,431.2571429,,,,,,,,,,,,,,
18,12,9327,349920.4518,1485,1252,290190.2486,402.2114286,,,,,,,,,,,,,,
19,12,9327,349920.4518,1485,1252,290190.2486,610.5157143,,,,,,,,,,,,,,
20,12,9327,349920.4518,1485,1252,290190.2486,547.1071429,,,,,,,,,,,,,,
21,12,9327,349920.4518,1485,1252,290190.2486,645.1957143,,,,,,,,,,,,,,
22,12,9327,349920.4518,1485,1252,290190.2486,685.6328571,,,,,,,,,,,,,,
23,12,9327,349920.4518,1485,1252,290190.2486,641.0083333,,,,,,,,,,,,,,
24,12,9327,349920.4518,1485,1252,290190.2486,602.5059154,,,,,,,,,,,,,,
25,12,9327,349920.4518,1485,1252,290190.2486,651.1093295,,,,,,,,,,,,,,
26,12,9327,349920.4518,1485,1252,290190.2486,575.5773776,,,,,,,,,,,,,,
27,12,9327,349920.4518,1485,1252,290190.2486,438.7226154,,,,,,,,,,,,,,
28,12,9327,349920.4518,1485,1252,290190.2486,283.8087174,,,,,,,,,,,,,,
29,12,9327,349920.4518,1485,1252,290190.2486,387.2777389,,,,,,,,,,,,,,
30,12,9327,349920.4518,1485,1252,290190.2486,447.6691451,,,,,,,,,,,,,,
31,12,9327,349920.4518,1485,1252,290190.2486,532.2933894,,,,,,,,,,,,,,
1,10,4483,562076.6877,4160,1473,235460.2374,134.2634529,,,,,,,,,,,,,,
2,10,4483,562076.6877,4160,1473,235460.2374,107.7599075,,,,,,,,,,,,,,
3,10,4483,562076.6877,4160,1473,235460.2374,87.41471021,,,,,,,,,,,,,,
4,10,4483,562076.6877,4160,1473,235460.2374,155.5768694,,,,,,,,,,,,,,
5,10,4483,562076.6877,4160,1473,235460.2374,202.8568004,,,,,,,,,,,,,,
6,10,4483,562076.6877,4160,1473,235460.2374,218.9062474,,,,,,,,,,,,,,
7,10,4483,562076.6877,4160,1473,235460.2374,186.7628644,,,,,,,,,,,,,,
8,10,4483,562076.6877,4160,1473,235460.2374,192.696,,,,,,,,,,,,,,
9,10,4483,562076.6877,4160,1473,235460.2374,134.46,,,,,,,,,,,,,,
10,10,4483,562076.6877,4160,1473,235460.2374,156.3405362,,,,,,,,,,,,,,
11,10,4483,562076.6877,4160,1473,235460.2374,258.2834123,,,,,,,,,,,,,,
12,10,4483,562076.6877,4160,1473,235460.2374,273.7172788,,,,,,,,,,,,,,
13,10,4483,562076.6877,4160,1473,235460.2374,322.6529067,,,,,,,,,,,,,,
14,10,4483,562076.6877,4160,1473,235460.2374,273.3530202,,,,,,,,,,,,,,
15,10,4483,562076.6877,4160,1473,235460.2374,351.1353264,,,,,,,,,,,,,,
16,10,4483,562076.6877,4160,1473,235460.2374,474.3092339,,,,,,,,,,,,,,
17,10,4483,562076.6877,4160,1473,235460.2374,287.2465099,,,,,,,,,,,,,,
18,10,4483,562076.6877,4160,1473,235460.2374,314.6953046,,,,,,,,,,,,,,
19,10,4483,562076.6877,4160,1473,235460.2374,316.9829423,,,,,,,,,,,,,,
20,10,4483,562076.6877,4160,1473,235460.2374,350.9910681,,,,,,,,,,,,,,
21,10,4483,562076.6877,4160,1473,235460.2374,317.0647987,,,,,,,,,,,,,,
22,10,4483,562076.6877,4160,1473,235460.2374,158.9076654,,,,,,,,,,,,,,
23,10,4483,562076.6877,4160,1473,235460.2374,116.6626665,,,,,,,,,,,,,,
24,10,4483,562076.6877,4160,1473,235460.2374,240.5310709,,,,,,,,,,,,,,
25,10,4483,562076.6877,4160,1473,235460.2374,350.4581348,,,,,,,,,,,,,,
26,10,4483,562076.6877,4160,1473,235460.2374,612.564512,,,,,,,,,,,,,,
27,10,4483,562076.6877,4160,1473,235460.2374,608.4699096,,,,,,,,,,,,,,
28,10,4483,562076.6877,4160,1473,235460.2374,532.7269648,,,,,,,,,,,,,,
29,10,4483,562076.6877,4160,1473,235460.2374,328.6194982,,,,,,,,,,,,,,
30,10,4483,562076.6877,4160,1473,235460.2374,576.6401058,,,,,,,,,,,,,,
31,10,4483,562076.6877,4160,1473,235460.2374,724.3999253,,,,,,,,,,,,,,
1,11,4483,562076.6877,4160,1473,235460.2374,376.0118651,,,,,,,,,,,,,,
2,11,4483,562076.6877,4160,1473,235460.2374,496.2589216,,,,,,,,,,,,,,
3,11,4483,562076.6877,4160,1473,235460.2374,482.7275068,,,,,,,,,,,,,,
4,11,4483,562076.6877,4160,1473,235460.2374,585.6388527,,,,,,,,,,,,,,
5,11,4483,562076.6877,4160,1473,235460.2374,680.9473107,,,,,,,,,,,,,,
6,11,4483,562076.6877,4160,1473,235460.2374,628.1392222,,,,,,,,,,,,,,
7,11,4483,562076.6877,4160,1473,235460.2374,641.3962786,,,,,,,,,,,,,,
8,11,4483,562076.6877,4160,1473,235460.2374,680.0099487,,,,,,,,,,,,,,
9,11,4483,562076.6877,4160,1473,235460.2374,644.1910325,,,,,,,,,,,,,,
10,11,4483,562076.6877,4160,1473,235460.2374,706.5343558,,,,,,,,,,,,,,
11,11,4483,562076.6877,4160,1473,235460.2374,742.3063009,,,,,,,,,,,,,,
12,11,4483,562076.6877,4160,1473,235460.2374,721.5638374,,,,,,,,,,,,,,
13,11,4483,562076.6877,4160,1473,235460.2374,679.9039944,,,,,,,,,,,,,,
14,11,4483,562076.6877,4160,1473,235460.2374,577.8869549,,,,,,,,,,,,,,
15,11,4483,562076.6877,4160,1473,235460.2374,683.1624247,,,,,,,,,,,,,,
16,11,4483,562076.6877,4160,1473,235460.2374,613.1323907,,,,,,,,,,,,,,
17,11,4483,562076.6877,4160,1473,235460.2374,710.0323779,,,,,,,,,,,,,,
18,11,4483,562076.6877,4160,1473,235460.2374,735.8847652,,,,,,,,,,,,,,
19,11,4483,562076.6877,4160,1473,235460.2374,815.6350899,,,,,,,,,,,,,,
20,11,4483,562076.6877,4160,1473,235460.2374,370.0812216,,,,,,,,,,,,,,
21,11,4483,562076.6877,4160,1473,235460.2374,303.7333996,,,,,,,,,,,,,,
22,11,4483,562076.6877,4160,1473,235460.2374,273.5892449,,,,,,,,,,,,,,
23,11,4483,562076.6877,4160,1473,235460.2374,293.602551,,,,,,,,,,,,,,
24,11,4483,562076.6877,4160,1473,235460.2374,307.2715235,,,,,,,,,,,,,,
25,11,4483,562076.6877,4160,1473,235460.2374,554.0533333,,,,,,,,,,,,,,
26,11,4483,562076.6877,4160,1473,235460.2374,573.7683333,,,,,,,,,,,,,,
27,11,4483,562076.6877,4160,1473,235460.2374,457.6483333,,,,,,,,,,,,,,
28,11,4483,562076.6877,4160,1473,235460.2374,534.855,,,,,,,,,,,,,,
29,11,4483,562076.6877,4160,1473,235460.2374,533.8966667,,,,,,,,,,,,,,
30,11,4483,562076.6877,4160,1473,235460.2374,504.3133333,,,,,,,,,,,,,,
1,12,4483,562076.6877,4160,1473,235460.2374,505.0942857,,,,,,,,,,,,,,
2,12,4483,562076.6877,4160,1473,235460.2374,472.6414286,,,,,,,,,,,,,,
3,12,4483,562076.6877,4160,1473,235460.2374,525.0171429,,,,,,,,,,,,,,
4,12,4483,562076.6877,4160,1473,235460.2374,472.1183333,,,,,,,,,,,,,,
5,12,4483,562076.6877,4160,1473,235460.2374,450.9557143,,,,,,,,,,,,,,
6,12,4483,562076.6877,4160,1473,235460.2374,379.9028571,,,,,,,,,,,,,,
7,12,4483,562076.6877,4160,1473,235460.2374,377.5428571,,,,,,,,,,,,,,
8,12,4483,562076.6877,4160,1473,235460.2374,442.83,,,,,,,,,,,,,,
9,12,4483,562076.6877,4160,1473,235460.2374,629.9016667,,,,,,,,,,,,,,
10,12,4483,562076.6877,4160,1473,235460.2374,443.0057143,,,,,,,,,,,,,,
11,12,4483,562076.6877,4160,1473,235460.2374,528.0442857,,,,,,,,,,,,,,
12,12,4483,562076.6877,4160,1473,235460.2374,535.6828571,,,,,,,,,,,,,,
13,12,4483,562076.6877,4160,1473,235460.2374,584.7114286,,,,,,,,,,,,,,
14,12,4483,562076.6877,4160,1473,235460.2374,600.7714286,,,,,,,,,,,,,,
15,12,4483,562076.6877,4160,1473,235460.2374,621.9728571,,,,,,,,,,,,,,
16,12,4483,562076.6877,4160,1473,235460.2374,546.6557143,,,,,,,,,,,,,,
17,12,4483,562076.6877,4160,1473,235460.2374,431.2571429,,,,,,,,,,,,,,
18,12,4483,562076.6877,4160,1473,235460.2374,402.2114286,,,,,,,,,,,,,,
19,12,4483,562076.6877,4160,1473,235460.2374,610.5157143,,,,,,,,,,,,,,
20,12,4483,562076.6877,4160,1473,235460.2374,547.1071429,,,,,,,,,,,,,,
21,12,4483,562076.6877,4160,1473,235460.2374,645.1957143,,,,,,,,,,,,,,
22,12,4483,562076.6877,4160,1473,235460.2374,685.6328571,,,,,,,,,,,,,,
23,12,4483,562076.6877,4160,1473,235460.2374,641.0083333,,,,,,,,,,,,,,
24,12,4483,562076.6877,4160,1473,235460.2374,655.1508451,,,,,,,,,,,,,,
25,12,4483,562076.6877,4160,1473,235460.2374,694.8070471,,,,,,,,,,,,,,
26,12,4483,562076.6877,4160,1473,235460.2374,606.3724825,,,,,,,,,,,,,,
27,12,4483,562076.6877,4160,1473,235460.2374,466.4903736,,,,,,,,,,,,,,
28,12,4483,562076.6877,4160,1473,235460.2374,303.3998168,,,,,,,,,,,,,,
29,12,4483,562076.6877,4160,1473,235460.2374,423.4782484,,,,,,,,,,,,,,
30,12,4483,562076.6877,4160,1473,235460.2374,484.9013064,,,,,,,,,,,,,,
31,12,4483,562076.6877,4160,1473,235460.2374,575.6747699,,,,,,,,,,,,,,
1,10,21035,372722.8317,1622,1854,271816.3411,144.9909584,,,,,,,,,,,,,,
2,10,21035,372722.8317,1622,1854,271816.3411,120.3880071,,,,,,,,,,,,,,
3,10,21035,372722.8317,1622,1854,271816.3411,95.61904762,,,,,,,,,,,,,,
4,10,21035,372722.8317,1622,1854,271816.3411,114.4401504,,,,,,,,,,,,,,
5,10,21035,372722.8317,1622,1854,271816.3411,147.2588055,,,,,,,,,,,,,,
6,10,21035,372722.8317,1622,1854,271816.3411,183.518797,,,,,,,,,,,,,,
7,10,21035,372722.8317,1622,1854,271816.3411,201.8719212,,,,,,,,,,,,,,
8,10,21035,372722.8317,1622,1854,271816.3411,204.5391049,,,,,,,,,,,,,,
9,10,21035,372722.8317,1622,1854,271816.3411,209.0037887,,,,,,,,,,,,,,
10,10,21035,372722.8317,1622,1854,271816.3411,162.207828,,,,,,,,,,,,,,
11,10,21035,372722.8317,1622,1854,271816.3411,167.9792522,,,,,,,,,,,,,,
12,10,21035,372722.8317,1622,1854,271816.3411,302.8032345,,,,,,,,,,,,,,
13,10,21035,372722.8317,1622,1854,271816.3411,264.4247405,,,,,,,,,,,,,,
14,10,21035,372722.8317,1622,1854,271816.3411,299.8086908,,,,,,,,,,,,,,
15,10,21035,372722.8317,1622,1854,271816.3411,289.5972772,,,,,,,,,,,,,,
16,10,21035,372722.8317,1622,1854,271816.3411,276.0184097,,,,,,,,,,,,,,
17,10,21035,372722.8317,1622,1854,271816.3411,324.2150405,,,,,,,,,,,,,,
18,10,21035,372722.8317,1622,1854,271816.3411,239.819746,,,,,,,,,,,,,,
19,10,21035,372722.8317,1622,1854,271816.3411,263.0173678,,,,,,,,,,,,,,
20,10,21035,372722.8317,1622,1854,271816.3411,287.2030268,,,,,,,,,,,,,,
21,10,21035,372722.8317,1622,1854,271816.3411,356.6949656,,,,,,,,,,,,,,
22,10,21035,372722.8317,1622,1854,271816.3411,173.3552067,,,,,,,,,,,,,,
23,10,21035,372722.8317,1622,1854,271816.3411,70.66770964,,,,,,,,,,,,,,
24,10,21035,372722.8317,1622,1854,271816.3411,80.4197472,,,,,,,,,,,,,,
25,10,21035,372722.8317,1622,1854,271816.3411,196.9103086,,,,,,,,,,,,,,
26,10,21035,372722.8317,1622,1854,271816.3411,310.1756611,,,,,,,,,,,,,,
27,10,21035,372722.8317,1622,1854,271816.3411,430.114426,,,,,,,,,,,,,,
28,10,21035,372722.8317,1622,1854,271816.3411,460.8996384,,,,,,,,,,,,,,
29,10,21035,372722.8317,1622,1854,271816.3411,467.93644,,,,,,,,,,,,,,
30,10,21035,372722.8317,1622,1854,271816.3411,350.6453185,,,,,,,,,,,,,,
31,10,21035,372722.8317,1622,1854,271816.3411,376.3113452,,,,,,,,,,,,,,
1,11,21035,372722.8317,1622,1854,271816.3411,762.7935924,,,,,,,,,,,,,,
2,11,21035,372722.8317,1622,1854,271816.3411,161.0112372,,,,,,,,,,,,,,
3,11,21035,372722.8317,1622,1854,271816.3411,216.2721088,,,,,,,,,,,,,,
4,11,21035,372722.8317,1622,1854,271816.3411,444.0943762,,,,,,,,,,,,,,
5,11,21035,372722.8317,1622,1854,271816.3411,639.6113257,,,,,,,,,,,,,,
6,11,21035,372722.8317,1622,1854,271816.3411,428.2308713,,,,,,,,,,,,,,
7,11,21035,372722.8317,1622,1854,271816.3411,539.7385092,,,,,,,,,,,,,,
8,11,21035,372722.8317,1622,1854,271816.3411,461.0388624,,,,,,,,,,,,,,
9,11,21035,372722.8317,1622,1854,271816.3411,505.8680057,,,,,,,,,,,,,,
10,11,21035,372722.8317,1622,1854,271816.3411,614.5492346,,,,,,,,,,,,,,
11,11,21035,372722.8317,1622,1854,271816.3411,632.8117704,,,,,,,,,,,,,,
12,11,21035,372722.8317,1622,1854,271816.3411,519.2648909,,,,,,,,,,,,,,
13,11,21035,372722.8317,1622,1854,271816.3411,505.8433137,,,,,,,,,,,,,,
14,11,21035,372722.8317,1622,1854,271816.3411,448.1002336,,,,,,,,,,,,,,
15,11,21035,372722.8317,1622,1854,271816.3411,566.2706503,,,,,,,,,,,,,,
16,11,21035,372722.8317,1622,1854,271816.3411,412.2018349,,,,,,,,,,,,,,
17,11,21035,372722.8317,1622,1854,271816.3411,636.0945474,,,,,,,,,,,,,,
18,11,21035,372722.8317,1622,1854,271816.3411,570.6279389,,,,,,,,,,,,,,
19,11,21035,372722.8317,1622,1854,271816.3411,607.5871642,,,,,,,,,,,,,,
20,11,21035,372722.8317,1622,1854,271816.3411,618.1573903,,,,,,,,,,,,,,
21,11,21035,372722.8317,1622,1854,271816.3411,536.9226417,,,,,,,,,,,,,,
22,11,21035,372722.8317,1622,1854,271816.3411,528.122511,,,,,,,,,,,,,,
23,11,21035,372722.8317,1622,1854,271816.3411,502.3644382,,,,,,,,,,,,,,
24,11,21035,372722.8317,1622,1854,271816.3411,518.8850889,,,,,,,,,,,,,,
25,11,21035,372722.8317,1622,1854,271816.3411,552.1,,,,,,,,,,,,,,
26,11,21035,372722.8317,1622,1854,271816.3411,580.54,,,,,,,,,,,,,,
27,11,21035,372722.8317,1622,1854,271816.3411,441.83,,,,,,,,,,,,,,
28,11,21035,372722.8317,1622,1854,271816.3411,517.3966667,,,,,,,,,,,,,,
29,11,21035,372722.8317,1622,1854,271816.3411,537.7466667,,,,,,,,,,,,,,
30,11,21035,372722.8317,1622,1854,271816.3411,503.9633333,,,,,,,,,,,,,,
1,12,21035,372722.8317,1622,1854,271816.3411,502.2266667,,,,,,,,,,,,,,
2,12,21035,372722.8317,1622,1854,271816.3411,449.11,,,,,,,,,,,,,,
3,12,21035,372722.8317,1622,1854,271816.3411,500.84,,,,,,,,,,,,,,
4,12,21035,372722.8317,1622,1854,271816.3411,445.5566667,,,,,,,,,,,,,,
5,12,21035,372722.8317,1622,1854,271816.3411,434.9566667,,,,,,,,,,,,,,
6,12,21035,372722.8317,1622,1854,271816.3411,339.5866667,,,,,,,,,,,,,,
7,12,21035,372722.8317,1622,1854,271816.3411,403.0233333,,,,,,,,,,,,,,
8,12,21035,372722.8317,1622,1854,271816.3411,442.55,,,,,,,,,,,,,,
9,12,21035,372722.8317,1622,1854,271816.3411,631.0266667,,,,,,,,,,,,,,
10,12,21035,372722.8317,1622,1854,271816.3411,414.5666667,,,,,,,,,,,,,,
11,12,21035,372722.8317,1622,1854,271816.3411,492.34,,,,,,,,,,,,,,
12,12,21035,372722.8317,1622,1854,271816.3411,544.4366667,,,,,,,,,,,,,,
13,12,21035,372722.8317,1622,1854,271816.3411,596.67,,,,,,,,,,,,,,
14,12,21035,372722.8317,1622,1854,271816.3411,599.02,,,,,,,,,,,,,,
15,12,21035,372722.8317,1622,1854,271816.3411,602.8033333,,,,,,,,,,,,,,
16,12,21035,372722.8317,1622,1854,271816.3411,507.6166667,,,,,,,,,,,,,,
17,12,21035,372722.8317,1622,1854,271816.3411,423.1533333,,,,,,,,,,,,,,
18,12,21035,372722.8317,1622,1854,271816.3411,399.0466667,,,,,,,,,,,,,,
19,12,21035,372722.8317,1622,1854,271816.3411,594.7366667,,,,,,,,,,,,,,
20,12,21035,372722.8317,1622,1854,271816.3411,561.2033333,,,,,,,,,,,,,,
21,12,21035,372722.8317,1622,1854,271816.3411,630.83,,,,,,,,,,,,,,
22,12,21035,372722.8317,1622,1854,271816.3411,692.42,,,,,,,,,,,,,,
23,12,21035,372722.8317,1622,1854,271816.3411,643.22,,,,,,,,,,,,,,
24,12,21035,372722.8317,1622,1854,271816.3411,665.66,,,,,,,,,,,,,,
25,12,21035,372722.8317,1622,1854,271816.3411,675.9266667,,,,,,,,,,,,,,
26,12,21035,372722.8317,1622,1854,271816.3411,625.4466667,,,,,,,,,,,,,,
27,12,21035,372722.8317,1622,1854,271816.3411,452.7533333,,,,,,,,,,,,,,
28,12,21035,372722.8317,1622,1854,271816.3411,283.7933333,,,,,,,,,,,,,,
29,12,21035,372722.8317,1622,1854,271816.3411,440.8333333,,,,,,,,,,,,,,
30,12,21035,372722.8317,1622,1854,271816.3411,496.91,,,,,,,,,,,,,,
31,12,21035,372722.8317,1622,1854,271816.3411,587.2866667,,,,,,,,,,,,,,
